1573168	5104887	CB82-08      618.00	-1830.12332111
1572894	5105147	CB82-08      633.00	-1778.8814569
1572767	5105267	CB82-08      640.00	-1776.05233475
1572640	5105387	CB82-08      647.00	-1783.06145433
1572373	5105645	CB82-08      662.00	-1796.64540462
1572193	5105820	CB82-08      672.00	-1830.71378351
1572016	5105999	CB82-08      682.00	-1947.02513226
1571948	5106066	CB82-08      686.00	-1972.41700275
1571771	5106241	CB82-08      696.00	-2041.78201238
1571103	5106883	CB82-08      733.00	-2085.35162257
1570882	5107085	CB82-08      745.00	-2090.17687829
1570371	5107562	CB82-08      773.00	-2079.61103225
1570297	5107632	CB82-08      777.00	-2074.61920222
1570172	5107752	CB82-08      784.00	-2054.37686961
1569836	5108084	CB82-08      803.00	-1968.63152789
1569626	5108296	CB82-08      815.00	-1930.09108879
1569385	5108538	CB82-08      829.00	-1939.2883735
1569189	5108732	CB82-08      840.00	-1946.45636874
1569099	5108821	CB82-08      845.00	-1956.02846147
1568702	5109201	CB82-08      867.00	-1979.70231303
1568649	5109254	CB82-08      870.00	-1959.3719748
1568488	5109407	CB82-08      879.00	-1932.53245422
1568198	5109686	CB82-08      895.00	-1923.62062655
1567712	5110150	CB82-08      922.00	-1874.42436664
1567496	5110359	CB82-08      934.00	-1915.28648154
