1557384.938239 5118203.266799 -1389.5044
1557384.938239 5118002.162084 -1390.0662
1557585.233691 5118404.371515 -1390.6732
1557585.233691 5118203.266799 -1391.4554
1557585.233691 5118002.162084 -1391.6622
1557585.233691 5117801.057368 -1391.7502
1557785.529144 5118605.476231 -1391.3771
1557785.529144 5118404.371515 -1393.1001
1557785.529144 5118203.266799 -1393.4202
1557785.529144 5118002.162084 -1393.1016
1557785.529144 5117801.057368 -1392.7736
1557785.529144 5117599.952653 -1392.8076
1557985.824597 5118806.580946 -1390.0070
1557985.824597 5118605.476231 -1394.2533
1557985.824597 5118404.371515 -1395.5903
1557985.824597 5118203.266799 -1395.1219
1557985.824597 5118002.162084 -1394.0850
1557985.824597 5117801.057368 -1393.3037
1557985.824597 5117599.952653 -1393.1514
1557985.824597 5117398.847937 -1393.6899
1558186.120050 5119007.685662 -1383.0049
1558186.120050 5118806.580946 -1392.5217
1558186.120050 5118605.476231 -1397.3419
1558186.120050 5118404.371515 -1397.7399
1558186.120050 5118203.266799 -1396.0471
1558186.120050 5118002.162084 -1394.1652
1558186.120050 5117801.057368 -1393.0353
1558186.120050 5117599.952653 -1392.9023
1558186.120050 5117398.847937 -1393.6558
1558186.120050 5117197.743221 -1395.0640
1558386.415502 5119208.790378 -1371.5001
1558386.415502 5119007.685662 -1381.2169
1558386.415502 5118806.580946 -1395.2234
1558386.415502 5118605.476231 -1400.1453
1558386.415502 5118404.371515 -1398.6857
1558386.415502 5118203.266799 -1395.3840
1558386.415502 5118002.162084 -1392.7997
1558386.415502 5117801.057368 -1391.7034
1558386.415502 5117599.952653 -1391.9908
1558386.415502 5117398.847937 -1393.2811
1558386.415502 5117197.743221 -1395.1875
1558586.710955 5119409.895093 -1362.8910
1558586.710955 5119208.790378 -1368.1964
1558586.710955 5119007.685662 -1384.4080
1558586.710955 5118806.580946 -1384.2019
1558586.710955 5118605.476231 -1400.9447
1558586.710955 5118404.371515 -1396.8604
1558586.710955 5118203.266799 -1392.1617
1558586.710955 5118002.162084 -1389.6095
1558586.710955 5117801.057368 -1389.3059
1558586.710955 5117599.952653 -1390.5900
1558586.710955 5117398.847937 -1392.7839
1558586.710955 5117197.743221 -1395.3899
1558586.710955 5116996.638506 -1398.0957
1558787.006408 5119610.999809 -1359.2345
1558787.006408 5119409.895093 -1363.2216
1558787.006408 5119208.790378 -1368.0071
1558787.006408 5119007.685662 -1374.9749
1558787.006408 5118806.580946 -1383.1077
1558787.006408 5118605.476231 -1386.6670
1558787.006408 5118404.371515 -1390.6843
1558787.006408 5118203.266799 -1386.1106
1558787.006408 5118002.162084 -1384.9982
1558787.006408 5117801.057368 -1386.4467
1558787.006408 5117599.952653 -1389.2634
1558787.006408 5117398.847937 -1392.6078
1558787.006408 5117197.743221 -1395.9838
1558787.006408 5116996.638506 -1399.1510
1558787.006408 5116795.533790 -1402.0313
1558987.301860 5119610.999809 -1361.7084
1558987.301860 5119409.895093 -1365.7089
1558987.301860 5119208.790378 -1370.4746
1558987.301860 5119007.685662 -1376.7596
1558987.301860 5118806.580946 -1384.6610
1558987.301860 5118605.476231 -1386.8628
1558987.301860 5118404.371515 -1389.4093
1558987.301860 5118203.266799 -1379.8279
1558987.301860 5118002.162084 -1381.0095
1558987.301860 5117801.057368 -1384.5684
1558987.301860 5117599.952653 -1388.9526
1558987.301860 5117398.847937 -1393.3359
1558987.301860 5117197.743221 -1397.3092
1558987.301860 5116996.638506 -1400.7522
1558987.301860 5116795.533790 -1403.7079
1558987.301860 5116594.429074 -1406.2766
1559187.597313 5119409.895093 -1369.3416
1559187.597313 5119208.790378 -1373.9987
1559187.597313 5119007.685662 -1379.6267
1559187.597313 5118806.580946 -1385.8312
1559187.597313 5118605.476231 -1390.2902
1559187.597313 5118404.371515 -1387.3373
1559187.597313 5118203.266799 -1388.4884
1559187.597313 5118002.162084 -1380.9576
1559187.597313 5117801.057368 -1385.3922
1559187.597313 5117599.952653 -1390.5308
1559187.597313 5117398.847937 -1395.4037
1559187.597313 5117197.743221 -1399.5552
1559187.597313 5116996.638506 -1402.9430
1559187.597313 5116795.533790 -1405.7272
1559187.597313 5116594.429074 -1408.0989
1559187.597313 5116393.324359 -1410.1998
1559387.892766 5119208.790378 -1377.4580
1559387.892766 5119007.685662 -1382.1952
1559387.892766 5118806.580946 -1386.9230
1559387.892766 5118605.476231 -1390.2120
1559387.892766 5118404.371515 -1390.1199
1559387.892766 5118203.266799 -1388.5900
1559387.892766 5118002.162084 -1385.9042
1559387.892766 5117801.057368 -1389.0635
1559387.892766 5117599.952653 -1393.9092
1559387.892766 5117398.847937 -1398.6807
1559387.892766 5117197.743221 -1402.5548
