1584229	5094302	CB82-08        1.00	-1490.42366344
1584070	5094442	CB82-08       10.00	-1487.79828638
1583429	5094999	CB82-08       46.00	-1473.62476097
1582983	5095400	CB82-08       71.00	-1474.93681807
1582765	5095613	CB82-08       83.00	-1472.68558949
1582446	5095920	CB82-08      101.00	-1470.23750777
1580455	5097853	CB82-08      212.00	-1450.58050977
1580292	5098010	CB82-08      221.00	-1450.65973992
1580093	5098197	CB82-08      232.00	-1449.78567245
1579873	5098406	CB82-08      244.00	-1449.80757173
1579478	5098784	CB82-08      266.00	-1448.71929212
1579117	5099129	CB82-08      286.00	-1447.65107386
1578990	5099252	CB82-08      293.00	-1448.66357613
1578846	5099391	CB82-08      301.00	-1448.43217718
1578703	5099528	CB82-08      309.00	-1448.45098074
1578047	5100171	CB82-08      346.00	-1446.59942857
1577744	5100473	CB82-08      363.00	-1440.69537408
1577515	5100703	CB82-08      376.00	-1440.12619167
1576868	5101324	CB82-08      412.00	-1439.1405307
1576572	5101591	CB82-08      428.00	-1440.76206396
1576233	5101917	CB82-08      447.00	-1437.57787953
1575142	5102981	CB82-08      508.00	-1428.71999663
1574964	5103156	CB82-08      518.00	-1429.76573921
1574842	5103279	CB82-08      525.00	-1429.64869291
1574681	5103439	CB82-08      534.00	-1427.40383834
1574501	5103611	CB82-08      544.00	-1424.35220467
1574376	5103734	CB82-08      551.00	-1422.04931056
1574069	5104026	CB82-08      568.00	-1415.7390182
1573921	5104161	CB82-08      576.00	-1415.75479225
1573168	5104887	CB82-08      618.00	-1410.38621345
1572894	5105147	CB82-08      633.00	-1402.50328215
1572767	5105267	CB82-08      640.00	-1398.97907602
1572640	5105387	CB82-08      647.00	-1394.06994968
1572373	5105645	CB82-08      662.00	-1368.19206335
1572193	5105820	CB82-08      672.00	-1345.21294753
1572016	5105999	CB82-08      682.00	-1313.20789836
1571948	5106066	CB82-08      686.00	-1303.89154487
1571771	5106241	CB82-08      696.00	-1288.44824619
1571103	5106883	CB82-08      733.00	-1278.58321569
1570882	5107085	CB82-08      745.00	-1279.91076589
1570371	5107562	CB82-08      773.00	-1276.28218049
1570297	5107632	CB82-08      777.00	-1275.94811664
1570172	5107752	CB82-08      784.00	-1278.227056
1569836	5108084	CB82-08      803.00	-1286.64528619
1569626	5108296	CB82-08      815.00	-1298.87653672
1569385	5108538	CB82-08      829.00	-1318.37648382
1569189	5108732	CB82-08      840.00	-1336.68151866
1569099	5108821	CB82-08      845.00	-1340.65241599
1568702	5109201	CB82-08      867.00	-1375.04972382
1568649	5109254	CB82-08      870.00	-1366.20078984
1568488	5109407	CB82-08      879.00	-1333.43722092
1568198	5109686	CB82-08      895.00	-1270.49630376
1567712	5110150	CB82-08      922.00	-1251.19814461
1567496	5110359	CB82-08      934.00	-1242.56531794
1566776	5111084	CB82-08      975.00	-1243.11430084
1566544	5111314	CB82-08      988.00	-1251.07826551
1566509	5111344	CB82-08      990.00	-1251.79189364
1566493	5111369	CB82-08      991.00	-1252.05075628
1566346	5111501	CB82-08      999.00	-1255.61551313
1566196	5111636	CB82-08     1007.00	-1261.21456385
1566012	5111804	CB82-08     1017.00	-1266.67699615
1565776	5112026	CB82-08     1030.00	-1297.53913911
1565629	5112164	CB82-08     1038.00	-1328.72099679
1565394	5112384	CB82-08     1051.00	-1328.36916135
1565088	5112676	CB82-08     1068.00	-1325.45292274
1564946	5112817	CB82-08     1076.00	-1325.7696649
1564657	5113093	CB82-08     1092.00	-1328.85349715
1564588	5113161	CB82-08     1096.00	-1330.24655586
1564445	5113302	CB82-08     1104.00	-1335.65770786
1564217	5113532	CB82-08     1117.00	-1339.11782255
1564110	5113633	CB82-08     1123.00	-1339.56574991
1564000	5113741	CB82-08     1129.00	-1338.84809905
1562562	5115097	CB82-08     1208.00	-1324.42328016
1561822	5115805	CB82-08     1249.00	-1314.36226132
1561589	5116032	CB82-08     1262.00	-1308.09436643
1561147	5116465	CB82-08     1287.00	-1312.67855932
1560277	5117327	CB82-08     1336.00	-1297.63740987
1560189	5117415	CB82-08     1341.00	-1295.00441933
1559887	5117710	CB82-08     1358.00	-1290.27974869
1559762	5117829	CB82-08     1365.00	-1287.4053739
1559166	5118400	CB82-08     1398.00	-1282.72320679
1558670	5118890	CB82-08     1426.00	-1270.445825
1558596	5118964	CB82-08     1430.00	-1271.70809259
