1557384.938239 5118203.266799 -601.5870
1557384.938239 5118002.162084 -600.7265
1557585.233691 5118404.371515 -602.6318
1557585.233691 5118203.266799 -601.9306
1557585.233691 5118002.162084 -600.8079
1557585.233691 5117801.057368 -599.5276
1557785.529144 5118605.476231 -603.4462
1557785.529144 5118404.371515 -603.2764
1557785.529144 5118203.266799 -602.2260
1557785.529144 5118002.162084 -600.7397
1557785.529144 5117801.057368 -599.1824
1557785.529144 5117599.952653 -597.7679
1557985.824597 5118806.580946 -603.1578
1557985.824597 5118605.476231 -604.3885
1557985.824597 5118404.371515 -603.8896
1557985.824597 5118203.266799 -602.2963
1557985.824597 5118002.162084 -600.3322
1557985.824597 5117801.057368 -598.4786
1557985.824597 5117599.952653 -596.9466
1557985.824597 5117398.847937 -595.7650
1558186.120050 5119007.685662 -599.7968
1558186.120050 5118806.580946 -603.9224
1558186.120050 5118605.476231 -605.3658
1558186.120050 5118404.371515 -604.2321
1558186.120050 5118203.266799 -601.8414
1558186.120050 5118002.162084 -599.3230
1558186.120050 5117801.057368 -597.2370
1558186.120050 5117599.952653 -595.7142
1558186.120050 5117398.847937 -594.6733
1558186.120050 5117197.743221 -593.9691
1558386.415502 5119208.790378 -593.7586
1558386.415502 5119007.685662 -598.2157
1558386.415502 5118806.580946 -604.6030
1558386.415502 5118605.476231 -606.0878
1558386.415502 5118404.371515 -603.8344
1558386.415502 5118203.266799 -600.4133
1558386.415502 5118002.162084 -597.4152
1558386.415502 5117801.057368 -595.3224
1558386.415502 5117599.952653 -594.0496
1558386.415502 5117398.847937 -593.3419
1558386.415502 5117197.743221 -592.9555
1558586.710955 5119409.895093 -588.9417
1558586.710955 5119208.790378 -591.1180
1558586.710955 5119007.685662 -596.5775
1558586.710955 5118806.580946 -598.4318
1558586.710955 5118605.476231 -605.6500
1558586.710955 5118404.371515 -601.8907
1558586.710955 5118203.266799 -597.4995
1558586.710955 5118002.162084 -594.4282
1558586.710955 5117801.057368 -592.7786
1558586.710955 5117599.952653 -592.0976
1558586.710955 5117398.847937 -591.9361
1558586.710955 5117197.743221 -591.9801
1558586.710955 5116996.638506 -592.0463
1558787.006408 5119610.999809 -586.7280
1558787.006408 5119409.895093 -588.1336
1558787.006408 5119208.790378 -589.7804
1558787.006408 5119007.685662 -592.2483
1558787.006408 5118806.580946 -598.3980
1558787.006408 5118605.476231 -597.0858
1558787.006408 5118404.371515 -597.6714
1558787.006408 5118203.266799 -592.9957
1558787.006408 5118002.162084 -590.6607
1558787.006408 5117801.057368 -590.0387
1558787.006408 5117599.952653 -590.2615
1558787.006408 5117398.847937 -590.7718
1558787.006408 5117197.743221 -591.2691
1558787.006408 5116996.638506 -591.6173
1558787.006408 5116795.533790 -591.7813
1558987.301860 5119610.999809 -587.1783
1558987.301860 5119409.895093 -588.5986
1558987.301860 5119208.790378 -590.3052
1558987.301860 5119007.685662 -592.6947
1558987.301860 5118806.580946 -596.0288
1558987.301860 5118605.476231 -598.6765
1558987.301860 5118404.371515 -593.3622
1558987.301860 5118203.266799 -588.4024
1558987.301860 5118002.162084 -587.4221
1558987.301860 5117801.057368 -588.0880
1558987.301860 5117599.952653 -589.1967
1558987.301860 5117398.847937 -590.2586
1558987.301860 5117197.743221 -591.0693
1558987.301860 5116996.638506 -591.5696
1558987.301860 5116795.533790 -591.7873
1558987.301860 5116594.429074 -591.7933
1559187.597313 5119409.895093 -589.7753
1559187.597313 5119208.790378 -591.6262
1559187.597313 5119007.685662 -594.0281
1559187.597313 5118806.580946 -596.8972
1559187.597313 5118605.476231 -599.0007
1559187.597313 5118404.371515 -595.6393
1559187.597313 5118203.266799 -590.3059
1559187.597313 5118002.162084 -586.9870
1559187.597313 5117801.057368 -588.1696
1559187.597313 5117599.952653 -589.5226
1559187.597313 5117398.847937 -590.6985
1559187.597313 5117197.743221 -591.5250
1559187.597313 5116996.638506 -591.9639
1559187.597313 5116795.533790 -592.0821
1559187.597313 5116594.429074 -591.9880
1559187.597313 5116393.324359 -591.7839
1559387.892766 5119208.790378 -592.8292
1559387.892766 5119007.685662 -594.9499
1559387.892766 5118806.580946 -597.1091
1559387.892766 5118605.476231 -598.2965
1559387.892766 5118404.371515 -596.6905
1559387.892766 5118203.266799 -592.1436
1559387.892766 5118002.162084 -590.7130
