1566999.119969 5108952.449879 -1868.7476
1567199.415422 5109153.554595 -1864.6075
1567199.415422 5108952.449879 -1875.1042
1567399.710875 5109354.659310 -1859.2424
1567399.710875 5109153.554595 -1871.9268
1567399.710875 5108952.449879 -1884.1888
1567399.710875 5108751.345164 -1894.4878
1567600.006327 5109555.764026 -1853.4780
1567600.006327 5109354.659310 -1867.3723
1567600.006327 5109153.554595 -1882.9285
1567600.006327 5108952.449879 -1896.9314
1567600.006327 5108751.345164 -1907.6410
1567600.006327 5108550.240448 -1914.8240
1567800.301780 5109756.868742 -1848.5327
1567800.301780 5109555.764026 -1863.2172
1567800.301780 5109354.659310 -1880.8162
1567800.301780 5109153.554595 -1899.0795
1567800.301780 5108952.449879 -1914.2113
1567800.301780 5108751.345164 -1924.2804
1567800.301780 5108550.240448 -1929.6741
1567800.301780 5108349.135732 -1931.8212
1568000.597233 5109957.973457 -1872.4500
1568000.597233 5109756.868742 -1883.5801
1568000.597233 5109555.764026 -1886.3036
1568000.597233 5109354.659310 -1901.9736
1568000.597233 5109153.554595 -1921.3141
1568000.597233 5108952.449879 -1936.2922
1568000.597233 5108751.345164 -1944.0024
1568000.597233 5108550.240448 -1946.0209
1568000.597233 5108349.135732 -1944.8564
1568000.597233 5108148.031017 -1942.5547
1568200.892686 5110159.078173 -1899.8491
1568200.892686 5109957.973457 -1906.2563
1568200.892686 5109756.868742 -1911.4686
1568200.892686 5109555.764026 -1946.6345
1568200.892686 5109354.659310 -1926.8179
1568200.892686 5109153.554595 -1948.0215
1568200.892686 5108952.449879 -1961.9873
1568200.892686 5108751.345164 -1965.0648
1568200.892686 5108550.240448 -1961.9430
1568200.892686 5108349.135732 -1956.5618
1568200.892686 5108148.031017 -1951.2495
1568200.892686 5107946.926301 -1947.3103
1568401.188138 5110360.182889 -1907.3146
1568401.188138 5110159.078173 -1916.7450
1568401.188138 5109957.973457 -1929.1418
1568401.188138 5109756.868742 -1945.3779
1568401.188138 5109555.764026 -1949.8625
1568401.188138 5109354.659310 -1933.7939
1568401.188138 5109153.554595 -1975.7704
1568401.188138 5108952.449879 -1988.4526
1568401.188138 5108751.345164 -1983.7457
1568401.188138 5108550.240448 -1974.1842
1568401.188138 5108349.135732 -1964.5835
1568401.188138 5108148.031017 -1956.7192
1568401.188138 5107946.926301 -1951.5253
1568401.188138 5107745.821585 -1949.3284
1568601.483591 5110561.287604 -1907.8057
1568601.483591 5110360.182889 -1915.7830
1568601.483591 5110159.078173 -1925.3998
1568601.483591 5109957.973457 -1935.7078
1568601.483591 5109756.868742 -1943.6423
1568601.483591 5109555.764026 -1941.5076
1568601.483591 5109354.659310 -1933.1494
1568601.483591 5109153.554595 -1975.6302
1568601.483591 5108952.449879 -2010.2716
1568601.483591 5108751.345164 -1993.3345
1568601.483591 5108550.240448 -1978.4540
1568601.483591 5108349.135732 -1966.5845
1568601.483591 5108148.031017 -1957.6418
1568601.483591 5107946.926301 -1952.3748
1568601.483591 5107745.821585 -1951.0563
1568601.483591 5107544.716870 -1953.0707
1568801.779044 5110360.182889 -1920.8550
1568801.779044 5110159.078173 -1929.5945
1568801.779044 5109957.973457 -1938.4375
1568801.779044 5109756.868742 -1945.9392
1568801.779044 5109555.764026 -1952.2344
1568801.779044 5109354.659310 -1968.1750
1568801.779044 5109153.554595 -2001.2826
1568801.779044 5108952.449879 -1988.2610
1568801.779044 5108751.345164 -1983.7109
1568801.779044 5108550.240448 -1971.8060
1568801.779044 5108349.135732 -1961.9648
1568801.779044 5108148.031017 -1953.8125
1568801.779044 5107946.926301 -1949.7899
1568801.779044 5107745.821585 -1950.6801
1568801.779044 5107544.716870 -1955.4208
1568801.779044 5107343.612154 -1962.2498
1569002.074497 5110159.078173 -1931.7405
1569002.074497 5109957.973457 -1939.8910
1569002.074497 5109756.868742 -1948.1349
1569002.074497 5109555.764026 -1957.7717
1569002.074497 5109354.659310 -1973.0143
1569002.074497 5109153.554595 -1993.1626
1569002.074497 5108952.449879 -1970.8385
1569002.074497 5108751.345164 -1961.8022
1569002.074497 5108550.240448 -1960.3309
1569002.074497 5108349.135732 -1954.1187
1569002.074497 5108148.031017 -1946.5544
1569002.074497 5107946.926301 -1944.5062
1569002.074497 5107745.821585 -1949.0514
1569002.074497 5107544.716870 -1957.8905
1569002.074497 5107343.612154 -1968.2382
1569002.074497 5107142.507438 -1978.0554
1569202.369949 5109957.973457 -1940.1364
1569202.369949 5109756.868742 -1947.8473
1569202.369949 5109555.764026 -1956.3458
1569202.369949 5109354.659310 -1965.7708
1569202.369949 5109153.554595 -1971.9832
1569202.369949 5108952.449879 -1963.0614
1569202.369949 5108751.345164 -1946.3459
1569202.369949 5108550.240448 -1948.3611
1569202.369949 5108349.135732 -1947.2432
1569202.369949 5108148.031017 -1936.9709
1569202.369949 5107946.926301 -1937.6427
1569202.369949 5107745.821585 -1947.8391
1569202.369949 5107544.716870 -1962.2676
1569202.369949 5107343.612154 -1976.7369
1569202.369949 5107142.507438 -1989.0215
1569202.369949 5106941.402723 -1998.2891
1569402.665402 5109756.868742 -1946.0909
1569402.665402 5109555.764026 -1952.3303
1569402.665402 5109354.659310 -1957.4766
1569402.665402 5109153.554595 -1958.8384
1569402.665402 5108952.449879 -1953.3923
1569402.665402 5108751.345164 -1947.1855
1569402.665402 5108550.240448 -1938.9502
1569402.665402 5108349.135732 -1931.6072
1569402.665402 5108148.031017 -1923.8770
1569402.665402 5107946.926301 -1931.2013
1569402.665402 5107745.821585 -1950.1973
1569402.665402 5107544.716870 -1971.3685
1569402.665402 5107343.612154 -1989.6729
1569402.665402 5107142.507438 -2003.5212
1569402.665402 5106941.402723 -2012.9559
1569402.665402 5106740.298007 -2018.4825
1569602.960855 5109756.868742 -1944.5684
1569602.960855 5109555.764026 -1948.9556
1569602.960855 5109354.659310 -1951.8118
1569602.960855 5109153.554595 -1951.6735
1569602.960855 5108952.449879 -1947.6536
1569602.960855 5108751.345164 -1941.5592
